Problem,Solution Length,Worse Rate,n,min_temperature,max_temperature,probability_of_shuffle,probability_of_heuristic,a,b,duration_of_execution_in_seconds,k,max_length_percent_of_cycle,swap_states_probability,closeness,cooling_rate
ftv170,3833,-28.124184711714065,10,0.1,100,0.5,0.5,1,1,2,15,0.2,0.1,1.5,0.9
ftv47,2262,-21.48541114058355,10,0.1,100,0.5,0.5,1,1,2,15,0.2,0.1,1.5,0.9
ftv70,2570,-24.124513618677042,10,0.1,100,0.5,0.5,1,1,2,15,0.2,0.1,1.5,0.9
p43,5666,-0.8118602188492758,10,0.1,100,0.5,0.5,1,1,2,20,0.2,0.1,1.5,0.9
ry48p,16565,-12.936915182613944,10,0.1,100,0.5,0.5,1,1,2,20,0.2,0.1,1.5,0.9
ftv44,1942,-16.941297631307933,10,0.1,100,0.5,0.5,1,1,2,20,0.2,0.1,1.5,0.9
ftv64,2473,-25.63687828548322,10,0.1,100,0.5,0.5,1,1,2,20,0.2,0.1,1.5,0.9
ftv33,1476,-12.87262872628726,10,0.1,100,0.5,0.5,1,1,2,20,0.2,0.1,1.5,0.9
kro124p,46627,-22.29823921762069,10,0.1,100,0.5,0.5,1,1,2,20,0.2,0.1,1.5,0.9
ftv38,1618,-5.4388133498145805,10,0.1,100,0.5,0.5,1,1,2,20,0.2,0.1,1.5,0.9
ftv55,1994,-19.35807422266801,10,0.1,100,0.5,0.5,1,1,2,20,0.2,0.1,1.5,0.9
ft53,8960,-22.93526785714286,10,0.1,100,0.5,0.5,1,1,2,20,0.2,0.1,1.5,0.9
ftv35,1788,-17.61744966442953,10,0.1,100,0.5,0.5,1,1,2,20,0.2,0.1,1.5,0.9
br17,39,0.0,10,0.1,100,0.5,0.5,1,1,2,20,0.2,0.1,1.5,0.9
rbg323,1734,-23.529411764705884,10,0.1,100,0.5,0.5,1,1,2,20,0.2,0.1,1.5,0.9
rbg358,1812,-35.8167770419426,10,0.1,100,0.5,0.5,1,1,2,20,0.2,0.1,1.5,0.9
rbg443,3755,-27.563249001331556,10,0.1,100,0.5,0.5,1,1,2,20,0.2,0.1,1.5,0.9
rbg403,3450,-28.550724637681157,10,0.1,100,0.5,0.5,1,1,2,20,0.2,0.1,1.5,0.9
ft70,42317,-8.611196445872821,10,0.1,100,0.5,0.5,1,1,2,20,0.2,0.1,1.5,0.9
ftv170,3853,-28.497274850765635,10,0.1,100,0.5,0.5,1,1,2,20,0.2,0.1,1.5,0.9
ftv47,2374,-25.18955349620893,10,0.1,100,0.5,0.5,1,1,2,20,0.2,0.1,1.5,0.9
ftv70,2400,-18.75,10,0.1,100,0.5,0.5,1,1,2,20,0.2,0.1,1.5,0.9
p43,5658,-0.671615411806286,10,0.1,100,0.5,0.5,1,1,2,10,0.1,0.1,1.5,0.9
ry48p,16485,-12.514407036700021,10,0.1,100,0.5,0.5,1,1,2,10,0.1,0.1,1.5,0.9
ftv44,1952,-17.366803278688522,10,0.1,100,0.5,0.5,1,1,2,10,0.1,0.1,1.5,0.9
ftv64,2493,-26.233453670276774,10,0.1,100,0.5,0.5,1,1,2,10,0.1,0.1,1.5,0.9
ftv33,1540,-16.493506493506487,10,0.1,100,0.5,0.5,1,1,2,10,0.1,0.1,1.5,0.9
kro124p,46105,-21.41850124715323,10,0.1,100,0.5,0.5,1,1,2,10,0.1,0.1,1.5,0.9
ftv38,1662,-7.942238267148014,10,0.1,100,0.5,0.5,1,1,2,10,0.1,0.1,1.5,0.9
ftv55,2011,-20.039781203381395,10,0.1,100,0.5,0.5,1,1,2,10,0.1,0.1,1.5,0.9
ft53,8858,-22.04786633551592,10,0.1,100,0.5,0.5,1,1,2,10,0.1,0.1,1.5,0.9
ftv35,1755,-16.068376068376068,10,0.1,100,0.5,0.5,1,1,2,10,0.1,0.1,1.5,0.9
br17,39,0.0,10,0.1,100,0.5,0.5,1,1,2,10,0.1,0.1,1.5,0.9
rbg323,1734,-23.529411764705884,10,0.1,100,0.5,0.5,1,1,2,10,0.1,0.1,1.5,0.9
rbg358,1812,-35.8167770419426,10,0.1,100,0.5,0.5,1,1,2,10,0.1,0.1,1.5,0.9
rbg443,3819,-28.777166797590993,10,0.1,100,0.5,0.5,1,1,2,10,0.1,0.1,1.5,0.9
rbg403,3499,-29.551300371534722,10,0.1,100,0.5,0.5,1,1,2,10,0.1,0.1,1.5,0.9
ft70,42391,-8.770729636007644,10,0.1,100,0.5,0.5,1,1,2,10,0.1,0.1,1.5,0.9
ftv170,3915,-29.629629629629633,10,0.1,100,0.5,0.5,1,1,2,10,0.1,0.1,1.5,0.9
ftv47,2331,-23.80952380952381,10,0.1,100,0.5,0.5,1,1,2,10,0.1,0.1,1.5,0.9
ftv70,2520,-22.61904761904762,10,0.1,100,0.5,0.5,1,1,2,10,0.1,0.1,1.5,0.9
p43,5662,-0.7417873542917732,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ry48p,16439,-12.26960277389135,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv44,1978,-18.452982810920133,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv64,2581,-28.74854707477722,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv33,1528,-15.837696335078533,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
kro124p,46285,-21.724100680566067,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv38,1683,-9.090909090909093,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv55,1990,-19.195979899497488,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ft53,8743,-21.022532311563538,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv35,1788,-17.61744966442953,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
br17,39,0.0,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
rbg323,1734,-23.529411764705884,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
rbg358,1781,-34.699606962380685,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
rbg443,3875,-29.80645161290323,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
rbg403,3503,-29.63174421924066,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ft70,42389,-8.766425251834193,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv170,3810,-27.69028871391076,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv47,2287,-22.34368167905552,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv70,2460,-20.731707317073173,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
p43,5658,-0.671615411806286,10,0.1,100,0.5,0.5,1,1,2,10,0.3,0.1,1.5,0.9
ry48p,16205,-11.002776920703482,10,0.1,100,0.5,0.5,1,1,2,10,0.3,0.1,1.5,0.9
ftv44,1967,-17.996949669547533,10,0.1,100,0.5,0.5,1,1,2,10,0.3,0.1,1.5,0.9
ftv64,2550,-27.882352941176464,10,0.1,100,0.5,0.5,1,1,2,10,0.3,0.1,1.5,0.9
ftv33,1590,-19.119496855345915,10,0.1,100,0.5,0.5,1,1,2,10,0.3,0.1,1.5,0.9
kro124p,46629,-22.301571983100644,10,0.1,100,0.5,0.5,1,1,2,10,0.3,0.1,1.5,0.9
ftv38,1662,-7.942238267148014,10,0.1,100,0.5,0.5,1,1,2,10,0.3,0.1,1.5,0.9
ftv55,1950,-17.538461538461533,10,0.1,100,0.5,0.5,1,1,2,10,0.3,0.1,1.5,0.9
ft53,9089,-24.029046099680926,10,0.1,100,0.5,0.5,1,1,2,10,0.3,0.1,1.5,0.9
ftv35,1788,-17.61744966442953,10,0.1,100,0.5,0.5,1,1,2,10,0.3,0.1,1.5,0.9
br17,39,0.0,10,0.1,100,0.5,0.5,1,1,2,10,0.3,0.1,1.5,0.9
rbg323,1726,-23.174971031286205,10,0.1,100,0.5,0.5,1,1,2,10,0.3,0.1,1.5,0.9
rbg358,1810,-35.745856353591165,10,0.1,100,0.5,0.5,1,1,2,10,0.3,0.1,1.5,0.9
rbg443,3869,-29.697596278108037,10,0.1,100,0.5,0.5,1,1,2,10,0.3,0.1,1.5,0.9
rbg403,3504,-29.651826484018258,10,0.1,100,0.5,0.5,1,1,2,10,0.3,0.1,1.5,0.9
ft70,42213,-8.386042214483695,10,0.1,100,0.5,0.5,1,1,2,10,0.3,0.1,1.5,0.9
ftv170,3887,-29.12271674813482,10,0.1,100,0.5,0.5,1,1,2,10,0.3,0.1,1.5,0.9
ftv47,2214,-19.783197831978313,10,0.1,100,0.5,0.5,1,1,2,10,0.3,0.1,1.5,0.9
ftv70,2371,-17.756221003795872,10,0.1,100,0.5,0.5,1,1,2,10,0.3,0.1,1.5,0.9
p43,5664,-0.7768361581920971,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ry48p,16222,-11.096042411539884,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv44,1919,-15.94580510682647,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv64,2550,-27.882352941176464,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv33,1526,-15.727391874180867,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
kro124p,46225,-21.622498647917794,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv38,1624,-5.78817733990148,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv55,2011,-20.039781203381395,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ft53,8818,-21.69426173735542,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv35,1755,-16.068376068376068,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
br17,39,0.0,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
rbg323,1726,-23.174971031286205,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
rbg358,1812,-35.8167770419426,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
rbg443,3825,-28.888888888888886,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
rbg403,3527,-30.11057555996598,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ft70,42183,-8.320887561339873,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv170,3915,-29.629629629629633,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv47,2340,-24.102564102564102,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv70,2559,-23.79835873388042,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
p43,5673,-0.9342499559316053,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
ry48p,16480,-12.487864077669911,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
ftv44,1967,-17.996949669547533,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
ftv64,2467,-25.456019456830163,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
ftv33,1544,-16.70984455958549,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
kro124p,46605,-22.261559918463675,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
ftv38,1664,-8.052884615384613,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
ftv55,1959,-17.91730474732006,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
ft53,8885,-22.284749577940346,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
ftv35,1788,-17.61744966442953,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
br17,40,-2.5,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
rbg323,1730,-23.35260115606937,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
rbg358,1800,-35.388888888888886,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
rbg443,3884,-29.969104016477857,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
rbg403,3486,-29.288582903040734,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
ft70,41982,-7.8819494068886655,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
ftv170,3887,-29.12271674813482,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
ftv47,2265,-21.58940397350993,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
ftv70,2379,-18.032786885245898,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.2,1.5,0.9
p43,5688,-1.1954992967651208,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
ry48p,16265,-11.331079003996308,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
ftv44,1942,-16.941297631307933,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
ftv64,2550,-27.882352941176464,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
ftv33,1556,-17.3521850899743,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
kro124p,46592,-22.239869505494497,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
ftv38,1683,-9.090909090909093,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
ftv55,1923,-16.380655226209058,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
ft53,8857,-22.03906514621204,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
ftv35,1788,-17.61744966442953,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
br17,39,0.0,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
rbg323,1728,-23.263888888888886,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
rbg358,1802,-35.46059933407325,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
rbg443,3785,-28.13738441215324,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
rbg403,3514,-29.85202048947069,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
ft70,41821,-7.5273188111235925,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
ftv170,3846,-28.367134685387413,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
ftv47,2374,-25.18955349620893,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
ftv70,2415,-19.254658385093165,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.3,1.5,0.9
p43,5654,-0.6013441811107185,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
ry48p,16374,-11.921338707707335,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
ftv44,1967,-17.996949669547533,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
ftv64,2527,-27.225959635931943,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
ftv33,1665,-22.762762762762762,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
kro124p,46279,-21.71395233259146,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
ftv38,1683,-9.090909090909093,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
ftv55,1888,-14.830508474576277,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
ft53,8507,-18.831550487833553,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
ftv35,1730,-14.855491329479761,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
br17,39,0.0,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
rbg323,1698,-21.908127208480565,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
rbg358,1793,-35.13664249860568,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
rbg443,3829,-28.963175763907017,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
rbg403,3499,-29.551300371534722,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
ft70,42445,-8.886794675462369,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
ftv170,3848,-28.404365904365903,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
ftv47,2167,-18.0433779418551,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
ftv70,2520,-22.61904761904762,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.4,1.5,0.9
p43,5690,-1.230228471001766,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
ry48p,16323,-11.646143478527222,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
ftv44,2003,-19.470793809286064,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
ftv64,2442,-24.692874692874682,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
ftv33,1574,-18.29733163913596,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
kro124p,46677,-22.381472673907922,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
ftv38,1662,-7.942238267148014,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
ftv55,2011,-20.039781203381395,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
ft53,8488,-18.64985862393968,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
ftv35,1736,-15.149769585253452,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
br17,39,0.0,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
rbg323,1734,-23.529411764705884,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
rbg358,1805,-35.56786703601108,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
rbg443,3884,-29.969104016477857,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
rbg403,3506,-29.69195664575014,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
ft70,42131,-8.207733023189576,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
ftv170,3887,-29.12271674813482,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
ftv47,2316,-23.316062176165815,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
ftv70,2489,-21.65528324628366,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.5,1.5,0.9
p43,5676,-0.9866102889358785,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ry48p,16376,-11.932095749877874,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv44,1967,-17.996949669547533,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv64,2522,-27.081681205392556,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv33,1523,-15.561391989494425,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
kro124p,46139,-21.476408244652035,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv38,1680,-8.92857142857143,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv55,1956,-17.791411042944787,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ft53,8675,-20.403458213256485,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv35,1713,-14.01050788091068,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
br17,39,0.0,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
rbg323,1729,-23.308270676691734,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
rbg358,1768,-34.219457013574655,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
rbg443,3853,-29.405657928886583,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
rbg403,3507,-29.71200456230396,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ft70,42502,-9.008987812338248,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv170,3887,-29.12271674813482,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv47,2188,-18.829981718464353,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
ftv70,2406,-18.952618453865327,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.9
p43,5676,-0.9866102889358785,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
ry48p,16419,-12.162738291004331,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
ftv44,1967,-17.996949669547533,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
ftv64,2522,-27.081681205392556,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
ftv33,1555,-17.299035369774913,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
kro124p,46715,-22.444610938670664,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
ftv38,1626,-5.904059040590397,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
ftv55,2002,-19.680319680319684,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
ft53,9095,-24.079164376030775,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
ftv35,1730,-14.855491329479761,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
br17,39,0.0,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
rbg323,1732,-23.441108545034638,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
rbg358,1777,-34.5526167698368,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
rbg443,3808,-28.57142857142857,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
rbg403,3495,-29.47067238912733,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
ft70,42355,-8.693188525557787,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
ftv170,3882,-29.031427099433287,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
ftv47,2278,-22.03687445127305,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
ftv70,2443,-20.180106426524773,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.92
p43,5677,-1.0040514356173986,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
ry48p,16250,-11.249230769230763,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
ftv44,1978,-18.452982810920133,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
ftv64,2551,-27.910623284986286,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
ftv33,1464,-12.158469945355193,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
kro124p,45842,-20.967671567558128,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
ftv38,1670,-8.383233532934128,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
ftv55,1981,-18.828874305906112,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
ft53,8510,-18.86016451233843,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
ftv35,1788,-17.61744966442953,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
br17,39,0.0,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
rbg323,1724,-23.08584686774941,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
rbg358,1791,-35.0642099385818,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
rbg443,3735,-27.175368139223565,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
rbg403,3474,-29.044329303396665,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
ft70,42478,-8.95757804039738,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
ftv170,3882,-29.031427099433287,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
ftv47,2284,-22.24168126094571,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
ftv70,2399,-18.71613172155064,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.94
p43,5668,-0.8468595624558901,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
ry48p,16516,-12.678614676677157,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
ftv44,2014,-19.91062562065541,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
ftv64,2631,-30.102622576966937,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
ftv33,1590,-19.119496855345915,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
kro124p,46734,-22.476141567167375,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
ftv38,1633,-6.307409675443964,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
ftv55,1939,-17.07065497679217,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
ft53,8851,-21.98621624675178,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
ftv35,1738,-15.247410817031067,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
br17,39,0.0,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
rbg323,1734,-23.529411764705884,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
rbg358,1776,-34.51576576576578,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
rbg443,3874,-29.78833247289623,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
rbg403,3494,-29.450486548368644,10,0.1,100,0.5,0.5,1,1,2,10,0.2,0.1,1.5,0.96
